Município;População;Frota Total;Frota Ativa;Acidentes;Veículos Envolvidos;Feridos e Ilesos;Óbitos
Nova Campina;10197;3774;2498;47;40;47;5
Nova Canaã;16097;2197;1546;38;43;38;14
Nova Canaã do Norte;13149;9851;7200;29;27;23;17
Nova Canaã Paulista;1744;1371;789;26;30;16;4
Nova Candelária;2671;2798;2021;1;2;3;1
Nova Cantu;4051;4236;2560;95;139;190;9
Nova Castilho;9646;6859;5276;878;1074;1095;20
Nova Colinas;5482;1162;929;4;4;4;0
Nova Crixás;13116;7062;5238;697;919;950;21
Nova Cruz;37519;15617;11416;283;491;467;11
Nova Era;17252;10022;6694;907;1319;1411;31
Nova Erechim;5228;3827;2820;283;365;436;7
Nova Esperança;28018;22456;13454;673;1038;1362;14
Nova Esperança do Piriá;21716;1853;1152;132;198;146;17
Nova Esperança do Sudoeste;4912;3751;2512;104;156;208;5
Nova Esperança do Sul;5558;3458;2202;3;3;4;3
Nova Europa;11913;6547;4097;101;97;80;12
Nova Fátima;15637;7642;4511;245;372;459;18
Nova Floresta;10606;1472;1032;10;10;1;9
Nova Friburgo;195239;136216;81748;1181;1410;1313;127
Nova Glória;7806;5200;3549;328;442;449;15
Nova Granada;22280;15494;9460;241;326;295;39
Nova Guarita;4422;4255;3208;4;0;0;4
Nova Guataporanga;2345;1482;853;36;30;42;2
Nova Hartz;22228;13451;8934;11;16;15;11
Nova Ibiá;6249;1145;852;3;4;2;3
Nova Iguaçu;839527;306514;196549;3034;3765;3531;278
Nova Iguaçu de Goiás;2924;1290;957;86;100;120;4
Nova Independência;4337;2962;2086;73;71;71;2
Nova Iorque;4720;676;487;5;5;4;1
Nova Ipixuna;17204;3795;2572;192;281;170;25
Nova Itaberaba;4323;3875;2820;219;275;338;7
Nova Itarana;8249;1267;856;106;215;233;16
Nova Lacerda;7122;3667;2901;6;5;4;2
Nova Laranjeiras;11200;5445;3636;127;184;238;14
Nova Lima;100027;53470;40991;13524;21312;21342;62
Nova Londrina;13014;12775;7689;402;674;781;11
Nova Luzitânia;4353;2016;1151;32;35;24;2
Nova Mamoré;33849;12603;9211;521;714;865;52
Nova Marilândia;3420;1970;1612;9;8;8;5
Nova Maringá;0;0;0;0;0;0;0
Nova Módica;3434;957;762;101;110;160;1
Nova Monte Verde;9668;6195;4745;35;44;31;19
Nova Mutum;51037;41501;33952;95;98;81;40
Nova Nazaré;4013;781;609;1;1;1;0
Nova Odessa;63514;49852;32297;1056;734;609;24
Nova Olímpia;27380;15102;10172;158;231;256;33
Nova Olinda;33983;11161;8866;163;274;308;29
Nova Olinda do Maranhão;21299;3001;2177;36;36;22;15
Nova Olinda do Norte;38145;1274;468;2;2;2;0
Nova Pádua;2561;2039;1356;1;1;0;1
Nova Palma;6490;4871;3132;2;4;2;2
Nova Palmeira;4995;754;448;3;2;0;3
Nova Petrópolis;22026;18533;12138;10;16;12;11
Nova Ponte;16618;9791;7035;910;1345;1545;18
Nova Porteirinha;7401;2919;2255;241;301;459;12
Nova Prata;28783;22000;14281;24;40;27;24
Nova Prata do Iguaçu;10418;8623;5684;246;381;508;8
Nova Ramada;0;0;0;0;0;0;0
Nova Redenção;9098;1177;660;3;3;2;1
Nova Resende;17071;16991;11082;688;979;1214;15
Nova Roma;3081;989;729;54;58;56;3
Nova Roma do Sul;0;0;0;0;0;0;0
Nova Rosalândia;4390;1472;1119;24;36;37;3
Nova Russas;32713;14260;10238;141;216;222;44
Nova Santa Bárbara;4345;3136;1805;50;80;104;3
Nova Santa Helena;3822;2675;2122;3;1;0;3
Nova Santa Rita;36173;22517;14784;61;86;72;35
Nova Santa Rosa;8368;8376;5569;208;310;409;7
Nova Serrana;115329;60045;46894;6466;9655;10856;48
Nova Soure;28460;5683;4034;118;131;140;18
Nova Tebas;4580;4534;2551;243;394;436;20
Nova Timboteua;15824;2526;1832;186;303;179;31
Nova Trento;15217;11807;9322;1011;1355;1538;7
Nova Ubiratã;12894;7547;5991;17;29;19;9
Nova União;11979;7985;5493;603;885;946;17
Nova Venécia;50482;30844;23588;2706;2413;3265;92
Nova Veneza;26457;17703;13558;1198;1563;1785;15
Nova Viçosa;44093;10556;8509;309;527;667;53
Nova Xavantina;21906;17022;12641;180;230;214;19
Novais;6312;2944;1822;52;50;32;6
Novo Acordo;4491;1175;778;30;47;50;5
Novo Airão;21253;1932;1361;8;5;7;4
Novo Alegre;2318;456;352;47;77;85;3
Novo Aripuanã;26845;1117;528;2;1;2;1
Novo Barreiro;4185;3236;1983;12;22;16;12
Novo Brasil;2521;2274;1646;105;133;147;0
Novo Cabrais;4267;2636;1801;6;11;10;6
Novo Cruzeiro;31010;12068;8568;720;852;1206;21
Novo Gama;124619;20629;13105;2765;4268;3399;34
Novo Hamburgo;246259;179804;115507;100;149;98;106
Novo Horizonte;57519;39511;25101;1247;1269;1398;42
Novo Horizonte do Norte;4119;2043;1496;1;1;0;1
Novo Horizonte do Oeste;7049;5584;4463;238;314;395;14
Novo Horizonte do Sul;3327;3568;2402;50;88;73;4
Novo Itacolomi;2794;2326;1454;89;111;142;5
Novo Jardim;2801;598;433;85;139;186;20
Novo Lino;12819;2050;1369;7;8;2;7
Novo Machado;3306;2751;1426;3;4;1;4
Novo Mundo;9878;5353;4170;12;15;13;4
Novo Oriente;28909;13805;8913;26;38;35;10
Novo Oriente de Minas;10750;2870;2246;316;353;493;3
Novo Oriente do Piauí;6600;1874;1548;61;65;62;4
Novo Planalto;4696;1957;1466;137;180;172;2
Novo Progresso;26046;20967;14635;710;1147;655;102
Novo Repartimento;79402;21192;13894;900;1318;984;66
Novo Santo Antônio;5941;1233;1007;30;33;28;3
Novo São Joaquim;4735;4434;3469;42;49;54;8
Novo Tiradentes;0;0;0;0;0;0;0
Novo Triunfo;15453;1648;1035;22;35;30;9
Novo Xingu;0;0;0;0;0;0;0
Novorizonte;5359;2247;1623;124;136;233;4
Nuporanga;7613;5165;3285;89;75;58;9
Óbidos;52888;8854;5858;209;312;240;23
Ocara;26250;8680;6321;96;155;173;22
Ocauçu;4284;2923;1788;65;98;81;16
Oeiras;37541;19249;15810;606;659;655;40
Oeiras do Pará;33487;862;369;56;84;82;7
Oiapoque;28124;4130;3340;5;20;19;1
Olaria;1597;975;604;47;60;82;1
Óleo;2375;1542;863;39;37;29;4
Olho d'Água;6391;1374;1047;7;10;1;7
Olho d'Água das Cunhãs;19734;6276;4441;8;8;7;1
Olho d'Água das Flores;21724;7110;5107;38;60;41;29
Olho d'Água do Borges;4258;1262;823;3;3;0;3
Olho d'Água do Casado;9479;2104;1550;16;27;13;13
Olho D'Água do Piauí;2498;866;730;20;22;17;4
Olho d'Água Grande;5095;1255;1010;7;10;4;7
Olhos-d'Água;6395;2907;1995;228;258;413;10
Olímpia;27380;15102;10172;158;231;256;33
Olímpio Noronha;2861;1057;674;56;67;91;1
Olinda;1261;1201;529;12;15;20;2
Olinda Nova do Maranhão;15017;2014;1439;36;37;27;11
Olindina;27834;5953;4017;136;160;171;29
Olivedos;3992;1011;728;7;6;0;7
Oliveira;4159;653;496;46;53;45;9
Oliveira de Fátima;1127;427;305;6;6;10;0
Oliveira dos Brejinhos;21197;5889;3884;198;428;407;39
Oliveira Fortes;2095;774;539;89;108;143;5
Olivença;11618;2955;2053;16;25;10;15
Onça de Pitangui;3131;1055;707;134;170;235;4
Onda Verde;4548;2739;1839;90;106;135;15
Oratórios;4644;2105;1619;143;165;238;3
Oriente;27839;11802;8602;879;1289;1448;20
Orindiúva;7622;4940;3389;46;49;25;11
Oriximiná;75916;11297;7135;221;364;252;18
Orizânia;8228;4518;3100;83;102;137;5
Orizona;16008;11910;8092;522;739;718;5
Orlândia;45382;37132;24697;1377;1440;1628;36
Orleans;23253;22280;16952;2845;3754;4255;13
Orobó;24046;7364;4883;119;127;114;17
Orocó;15421;3793;2659;73;84;76;13
Orós;21405;7419;5730;26;40;36;14
Ortigueira;21001;13930;8442;549;865;1098;13
Osasco;702976;471095;294502;10296;8770;9318;283
Oscar Bressane;2595;1630;1029;36;37;32;3
Osório;47514;36343;24382;58;106;81;66
Osvaldo Cruz;33317;26120;17302;963;1044;1174;20
Otacílio Costa;19400;14661;9949;1062;1395;1597;11
Ourém;18254;2673;1871;162;244;141;17
Ouriçangas;8574;847;605;10;13;8;7
Ouricuri;70877;26547;17572;909;971;889;85
Ourilândia do Norte;34214;14709;9537;451;710;417;46
Ourinhos;116828;86352;58032;3319;3449;4165;76
Ourizona;3380;2489;1470;64;94;108;10
Ouro;4713;944;736;13;21;19;3
Ouro Branco;57147;31221;21864;2558;3799;4110;43
Ouro Fino;34014;23920;14787;1310;1894;2277;20
Ouro Preto;74820;43459;28992;4873;7303;8147;64
Ouro Preto do Oeste;32970;30403;21711;1728;2623;3155;94
Ouro Velho;3052;663;479;1;1;0;1
Ouro Verde;10967;6638;4088;139;135;185;4
Ouro Verde de Goiás;3522;2192;1257;186;224;243;1
Ouro Verde de Minas;5773;2584;1905;174;204;266;7
Ouro Verde do Oeste;6035;3730;2351;119;158;231;12
Ouroeste;11134;8039;5586;226;199;231;17
Ourolândia;17250;4421;2823;27;40;52;3
Ouvidor;7183;3975;2818;283;389;376;4
Pacaembu;14901;7938;4735;219;219;187;12
Pacajá;49723;9824;5736;636;970;647;64
Pacajus;73444;31032;23625;64;114;111;23
Pacaraima;22976;2353;1441;178;339;337;19
Pacatuba;96959;26736;21874;504;896;975;36
Paço do Lumiar;125494;34818;29111;300;314;260;52
Pacoti;11718;3788;2992;30;53;57;4
Pacujá;6507;2116;1497;8;12;11;5
Padre Bernardo;36503;8729;4671;1120;1632;1275;52
Padre Carvalho;5407;1366;1035;109;121;186;5
Padre Marcos;6947;2491;2013;34;36;30;0
Padre Paraíso;20411;8558;5274;334;429;545;4
Paes Landim;4157;920;788;33;38;38;5
Pai Pedro;6045;1641;1224;54;56;89;5
Paial;1411;1151;849;51;67;80;1
Paiçandu;43322;30508;19730;1191;1909;2401;25
Paim Filho;3796;2873;1649;2;5;4;2
Paineiras;4322;2874;1823;124;163;200;5
Painel;2345;1325;777;148;190;231;10
Pains;8253;5459;3636;281;394;446;7
Paiva;1487;531;367;22;23;43;1
Pajeú do Piauí;3461;608;498;13;13;16;0
Palestina;18715;8388;5353;99;82;84;19
Palestina de Goiás;3441;1537;997;125;144;166;5
Palestina do Pará;7654;1013;768;73;105;69;8
Palhano;9530;4536;3281;13;18;17;3
Palhoça;181826;146481;115759;17595;23586;27538;71
Palma;6490;4871;3132;2;4;2;2
Palma Sola;7414;6208;4316;459;669;683;4
Palmácia;13718;2364;1739;12;19;19;3
Palmares;63983;24393;16673;496;545;487;62
Palmares do Sul;11336;7538;4472;8;10;12;8
Palmares Paulista;10957;5621;3758;110;115;95;13
Palmas;370383;272367;214758;7465;13036;14299;226
Palmas de Monte Alto;21849;4967;2668;226;453;426;20
Palmeira;4995;752;446;3;2;0;3
Palmeira d'Oeste;8786;8225;4848;229;221;203;13
Palmeira das Missões;32380;27745;17123;27;52;40;35
Palmeira do Piauí;21849;4967;2668;226;453;426;20
Palmeira dos Índios;;;;;;;
Palmeirais;13767;1916;1378;70;68;85;7
Palmeirândia;19971;2840;1863;58;57;47;9
Palmeirante;5316;1088;830;28;47;55;2
Palmeiras;9027;3095;2032;107;209;243;7
Palmeiras de Goiás;32869;21315;15909;2097;2791;2821;27
Palmeiras do Tocantins;5509;1538;1212;34;55;50;6
Palmeirina;7462;1580;1127;16;16;10;6
Palmeirópolis;7124;4457;2986;141;252;267;10
Palmelo;2263;1306;856;105;134;165;3
Palminópolis;3754;2805;1974;125;170;179;4
Palmital;32439;26510;16031;486;569;594;38
Palmitinho;7056;6651;4468;10;17;6;11
Palmitos;15700;15872;11691;1432;1998;2051;14
Palmópolis;5580;2037;1735;151;160;199;4
Palotina;35062;31479;22068;1693;2716;3552;38
Panamá;2420;1390;1021;138;161;183;0
Panambi;45267;36731;23503;27;55;35;33
Pancas;19686;10455;7581;765;584;939;30
Panelas;26459;5487;3567;168;186;129;58
Panorama;15334;11271;6802;288;284;271;17
Pantano Grande;8707;6721;3732;12;22;19;14
Pão de Açúcar;23708;4356;3114;21;28;14;18
Papagaios;16118;10818;7271;694;924;1157;16
Papanduva;19650;14396;10291;694;954;1097;16
Paquetá;3962;866;727;36;35;38;3
Pará de Minas;97031;73874;54939;7783;12107;13483;70
Paracambi;54523;22354;14784;230;276;270;15
Paracatu;95570;58061;42565;6515;10061;10461;83
Paracuru;36567;12162;9416;216;350;381;20
Paragominas;117364;48164;36605;2015;3437;2260;83
Paraguaçu;18975;2940;1887;14;15;13;2
Paraguaçu Paulista;46643;33169;22551;1041;1037;1265;50
Paraí;35167;27289;15941;706;1058;1142;7
Paraíba do Sul;45746;19099;12830;150;160;142;22
Paraibano;21698;6376;4624;61;61;50;11
Paraibuna;18344;12317;7098;333;229;236;24
Paraipaba;33527;11123;8315;130;211;238;23
Paraíso;25332;12399;8967;853;1154;1411;57
Paraíso das Águas;5953;2805;2356;56;66;50;1
Paraíso do Norte;14657;9842;6360;443;714;822;16
Paraíso do Sul;7614;4512;2940;14;25;20;14
Paraíso do Tocantins;53569;39962;30224;1379;2469;2620;39
Paraisópolis;21524;12299;8212;670;903;1164;18
Parambu;31581;12388;8162;12;15;10;9
Paramirim;21421;8472;5523;26;33;32;4
Paramoti;12400;3344;2341;17;22;18;9
Paraná;632;2351;1467;60;72;95;1
Paranã;2338;2374;1496;63;76;101;2
Paranacity;10204;7151;4470;181;276;346;10
Paranaguá;150534;86627;62071;7738;12595;16679;66
Paranaíba;29024;23739;15387;1892;2629;3649;19
Paranaiguara;8285;5680;3872;261;330;322;11
Paranaíta;11492;8619;6355;14;14;2;19
Paranapanema;18556;10043;5921;305;302;392;28
Paranapoema;3356;1799;980;20;29;37;1
Paranapuã;4141;3207;2047;58;54;65;4
Paranatama;11649;3704;2696;106;108;75;33
Paranatinga;23928;16099;11603;34;43;27;21
Paranavaí;90209;77611;53715;5965;10296;12477;41
Paranhos;14912;2848;1838;26;37;29;3
Paraopeba;25050;16400;10791;1064;1559;1945;10
Parapuã;10856;7609;4697;263;295;295;44
Parari;1773;440;323;1;1;0;1
Paratinga;32967;4399;2390;1;1;1;0
Paraty;43680;13192;10183;115;186;166;18
Paraú;3719;1153;798;26;44;38;4
Parauapebas;222241;129064;110367;8280;14105;9787;177
Paraúna;10842;8997;6597;619;873;868;21
Parazinho;5309;1192;782;6;6;0;6
Pardinho;6743;5038;3305;196;162;156;15
Pareci Novo;3907;4022;2597;7;11;6;7
Parecis;12796;6802;5405;320;415;491;20
Parelhas;21593;11707;8529;41;60;51;15
Pariconha;10469;2711;1909;6;8;1;7
Parintins;116867;23123;10487;13;12;16;2
Paripiranga;29007;6610;2982;2;4;3;1
Paripueira;13564;3375;2823;67;122;119;13
Pariquera-Açu;19924;11476;7888;316;340;387;40
Parisi;2190;1901;1130;52;36;53;2
Parnaguá;10970;1526;1012;49;52;52;4
Parnaíba;11313;3008;2250;56;57;49;8
Parnamirim;299170;132524;107030;1437;2696;2490;102
Parnarama;35341;3417;2561;89;89;80;12
Parobé;60341;38454;25219;34;47;45;34
Passa e Fica;13693;4366;3105;27;47;42;8
Passa Quatro;16402;9062;6194;455;686;802;17
Passa Sete;5838;3147;1811;5;9;9;5
Passa Tempo;7865;5680;3379;392;515;601;7
Passa Vinte;1978;2975;1341;55;64;81;1
Passabém;1561;629;479;43;51;68;0
Passagem;5562;1683;1233;16;27;23;6
Passagem Franca;19349;3994;2604;5;5;4;1
Passagem Franca do Piauí;4220;751;651;27;24;29;3
Passira;28866;8908;6389;195;216;199;17
Passo de Camaragibe;15150;2569;2214;50;77;80;18
Passo de Torres;9475;13762;11547;584;779;932;2
Passo do Sobrado;6629;4756;3077;2;4;2;2
Passo Fundo;208202;149373;100124;139;276;198;156
Passos;116633;82561;55614;7381;10896;13936;65
Passos Maia;4029;3078;2102;131;166;186;1
Pastos Bons;19796;5370;4112;63;66;44;17
Patis;6041;1367;1036;38;43;90;0
Pato Bragado;5921;4629;3098;142;246;297;4
Pato Branco;86856;71998;51231;7067;12076;14024;48
Patos;3958;1265;876;39;41;73;1
Patos de Minas;156587;126554;98524;16082;24255;32674;93
Patos do Piauí;6493;1089;844;52;57;50;12
Patrocínio;93138;72241;47125;5670;8637;10989;64
Patrocínio do Muriaé;5771;3084;2145;129;159;262;4
Patrocínio Paulista;15242;8973;5482;219;190;196;17
Patu;12859;6388;4345;19;24;8;14
Paty do Alferes;28480;17627;10842;208;253;243;18
Pau Brasil;9019;2201;1479;17;18;16;2
Pau D'Arco;10262;3306;2259;164;237;174;18
Pau D'Arco do Piauí;4128;845;720;45;45;46;3
Pau dos Ferros;30826;25017;19334;126;202;152;33
Paudalho;57688;17027;12844;460;497;438;62
Pauini;0;0;0;0;0;0;0
Paula Cândido;9531;4651;2839;221;252;304;6
Paula Freitas;5988;4089;2614;75;118;159;0
Paulicéia;7742;6279;3662;105;106;97;6
Paulínia;120740;90526;63658;1907;1472;1317;65
Paulino Neves;16351;949;689;22;25;13;12
Paulista;176551;149467;101287;3916;3770;3730;190
Paulistana;20806;13317;10205;221;201;207;28
Paulistânia;1831;1174;781;39;42;40;3
Paulistas;4688;1965;1475;89;96;127;3
Paulo Afonso;118052;64268;46553;397;515;547;38
Paulo Bento;2303;1636;1067;2;2;0;2
Paulo de Faria;8977;4640;2603;83;56;64;7
Paulo Frontin;7436;5579;3509;71;111;140;0
Paulo Jacinto;7496;1544;1210;5;5;2;4
Paulo Lopes;7705;6900;5347;744;907;998;15
Paulo Ramos;21250;5862;3950;24;24;19;3
Pavão;8209;2041;1406;246;275;353;7
Paverama;8546;6361;3892;11;18;12;11
Pavussu;3681;717;559;11;11;9;3
Pé de Serra;13559;3378;2129;65;76;79;3
Peabiru;13904;9087;5356;477;734;961;20
Peçanha;14156;2190;1352;11;18;19;0
Pederneiras;48452;36506;23658;1188;1029;1121;51
Pedra;2786;1773;1125;53;72;83;0
Pedra Azul;24082;7608;5079;546;662;906;19
Pedra Bela;6149;5387;3333;84;56;60;8
Pedra Bonita;7170;4754;3593;104;104;189;4
Pedra Branca;47460;18126;13472;58;84;85;30
Pedra Branca do Amapari;0;0;0;0;0;0;0
Pedra do Anta;2791;1812;1193;88;105;136;1
Pedra do Indaiá;3941;2492;1630;516;656;917;21
Pedra Dourada;2612;1107;812;45;63;96;4
Pedra Grande;3163;895;580;6;6;0;6
Pedra Lavrada;7817;1431;899;9;9;0;9
Pedra Mole;3237;552;323;1;1;0;1
Pedra Preta;20204;12457;9340;158;189;206;25
Pedralva;10833;6636;4189;285;385;504;7
Pedranópolis;2425;2031;1263;38;27;37;5
Pedrão;7438;791;501;5;6;5;1
Pedras Altas;1972;1302;806;1;1;4;1
Pedras de Fogo;28641;10571;8226;32;34;6;29
Pedras de Maria da Cruz;12933;2535;1868;165;169;301;10
Pedras Grandes;3908;4250;2981;355;442;480;3
Pedregulho;16989;10820;6038;183;188;192;21
Pedreira;50222;39526;26276;706;456;373;17
Pedreiras;39491;21500;14190;83;88;71;16
Pedrinhas;9582;2367;1537;3;4;1;3
Pedrinhas Paulista;3119;2543;1581;18;13;5;4
Pedrinópolis;3635;1993;1239;114;138;172;2
Pedro Afonso;14294;8411;6467;270;434;454;8
Pedro Alexandre;15618;1479;1144;31;46;49;16
Pedro Avelino;6591;1324;827;6;9;5;4
Pedro Canário;26521;12317;8545;525;384;601;25
Pedro de Toledo;11696;4595;2792;123;148;144;12
Pedro do Rosário;25660;2828;1955;44;46;33;10
Pedro Gomes;7532;4464;3227;43;53;48;0
Pedro II;39210;13268;10559;301;293;334;31
Pedro Laurentino;2575;603;483;12;13;11;3
Pedro Leopoldo;65767;39155;25376;4166;6205;6885;21
Pedro Osório;7582;5271;2749;3;5;3;3
Pedro Régis;6141;1146;767;9;13;7;5
Pedro Teixeira;1781;985;674;48;57;74;1
Pedro Velho;14877;3744;2691;49;76;63;17
Peixe;12178;3608;2532;105;189;193;7
Peixe-Boi;8143;1620;1202;90;142;84;7
Peixoto de Azevedo;36793;20912;15704;21;18;8;14
Pejuçara;3783;3291;1868;3;5;1;3
Pelotas;343189;234000;150174;188;306;221;198
Penaforte;9269;4087;2878;7;9;7;5
Penalva;39171;3894;2455;46;46;35;7
Penápolis;64781;57326;37781;2663;2493;2699;62
Pendências;15426;3791;2271;14;14;1;12
Penedo;63647;21857;16597;177;305;283;44
Penha;4300;4142;2672;217;273;392;5
Pentecoste;38623;15295;10975;85;136;154;15
Pequeri;3331;1790;1166;59;66;81;2
Pequi;4484;2834;1970;223;270;362;14
Pequizeiro;5581;1885;1352;22;34;30;5
Perdigão;12590;7415;5243;748;975;1162;21
Perdizes;16738;10349;6908;1056;1473;2008;31
Perdões;27793;18644;11912;395;335;292;26
Pereira Barreto;25619;19021;12020;619;553;719;34
Pereiras;9114;4789;2978;85;61;66;6
Pereiro;16461;11922;9859;23;35;30;13
Peri Mirim;14474;2273;1537;35;37;29;8
Periquito;6558;2063;1531;188;229;296;2
Peritiba;2703;2565;1780;215;307;326;1
Peritoró;23635;4964;4082;36;38;22;16
Perobal;6234;4724;2982;299;519;630;10
Pérola;11556;10013;6110;250;329;429;7
Pérola d'Oeste;5988;5514;3718;69;115;138;4
Perolândia;3163;1554;1130;122;166;169;1
Peruíbe;71301;43786;29255;1169;1166;1198;85
Pescador;4229;956;723;91;104;158;3
Pescaria Brava;10278;5695;4929;562;673;735;9
Pesqueira;68368;23583;16152;476;527;458;84
Petrolândia;43345;16964;12030;535;670;694;43
Petrolina;363108;173210;133865;2884;3211;2903;365
Petrolina de Goiás;10063;5414;3602;613;754;832;11
Petrópolis;22026;18533;12138;10;16;12;11
Piaçabuçu;17730;2751;2249;33;47;25;29
Piacatu;5764;3807;2493;102;84;73;10
Piancó;16420;6892;5493;18;15;1;15
Piatã;16962;5770;3926;20;33;26;9
Piau;7764;1884;1609;32;33;28;2
Picada Café;5819;4158;2886;10;14;5;11
Piçarra;24960;19068;15225;2190;2920;3388;19
Picos;79572;64950;50718;1661;1778;1516;99
Picuí;18719;4372;2670;27;29;3;25
Piedade;56040;42943;27190;1018;890;910;86
Piedade de Caratinga;9133;5598;3990;220;301;435;9
Piedade de Ponte Nova;4097;1705;1213;110;128;183;3
Piedade do Rio Grande;4299;2247;1417;85;100;142;3
Piedade dos Gerais;5056;3580;2607;243;262;344;5
Piên;13299;10025;5737;325;495;625;14
Pilão Arcado;35175;2699;1378;37;61;44;25
Pilar;1593;1173;828;1;1;0;1
Pilar de Goiás;1934;940;629;104;138;132;0
Pilar do Sul;30066;26602;17225;475;462;414;47
Pilões;10416;2940;2201;16;21;8;12
Pilõezinhos;4853;1622;1267;8;12;10;2
Pimenta;8701;6380;4350;494;671;908;12
Pimenta Bueno;36441;29091;22010;2067;3314;3992;73
Pimenteiras;12274;1684;1278;36;36;42;7
Pimenteiras do Oeste;1965;1233;1022;63;78;90;14
Pindaí;16316;3708;1979;19;32;10;19
Pindamonhangaba;175934;107245;71688;4089;3249;3051;171
Pindaré-Mirim;33372;7735;5867;38;40;29;11
Pindoba;0;0;0;0;0;0;0
Pindobaçu;19393;4834;3486;129;142;144;14
Pindorama;17748;10097;6454;269;295;289;28
Pindorama do Tocantins;4360;1217;838;26;43;45;4
Pindoretama;21002;7133;5419;160;270;303;25
Pingo-d'Água;5106;1472;1088;112;132;193;1
Pinhais;137488;98206;67660;6121;9695;12959;38
Pinhal;15143;5505;3159;9;14;10;9
Pinhal da Serra;1903;1396;755;2;4;5;2
Pinhal de São Bento;2731;1780;1140;90;130;181;14
Pinhal Grande;4321;2688;1573;3;4;5;3
Pinhalão;6267;4086;2441;34;48;64;2
Pinhalzinho;37881;30841;21392;1831;2417;2745;63
Pinhão;39629;19106;10638;425;630;856;38
Pinheiral;26255;9543;6667;110;137;133;10
Pinheirinho do Vale;4901;2845;1982;2;4;1;3
Pinheiro;9752;3246;2186;7;8;9;2
Pinheiro Machado;11961;8246;4164;12;24;14;15
Pinheiro Preto;3670;3152;2416;281;382;439;10
Pinheiros;27776;10716;7987;686;547;827;22
Pintadas;4767;1552;1018;5;7;4;2
Pinto Bandeira;3099;1636;1275;2;4;3;2
Pintópolis;7506;1986;1471;93;101;183;2
Pio IX;18699;4552;3432;80;62;90;19
Pio XII;21476;6735;4865;20;20;12;8
Piquerobi;3711;2073;1310;69;62;84;3
Piquet Carneiro;17392;4978;3663;40;61;63;17
Piquete;13237;7036;4068;224;134;104;9
Piracaia;27932;22242;14134;465;345;306;35
Piracanjuba;24345;20076;13343;1229;1799;1816;28
Piracema;6282;4636;3131;451;518;659;4
Piracicaba;416871;345347;224113;10459;9770;9458;306
Piracuruca;29306;15053;12278;383;411;400;26
Piraí;103202;41000;24169;364;471;410;68
Piraí do Norte;9996;2416;1598;1;1;1;0
Piraí do Sul;26017;16736;10326;738;1287;1411;40
Piraju;29990;22954;14203;793;757;944;33
Pirajuba;6856;3204;2418;252;395;471;8
Pirajuí;26433;14331;9427;402;377;405;11
Pirambu;9523;2083;1572;7;9;7;1
Piranga;17011;8181;5738;522;674;881;13
Pirangi;11121;8897;5895;169;190;171;12
Piranguçu;5922;2774;2028;131;161;232;5
Piranguinho;9087;5372;3651;501;787;913;18
Piranhas;15055;5484;4159;61;104;95;11
Pirapemas;18880;1823;1146;14;15;7;8
Pirapetinga;10732;10413;6580;203;302;351;5
Pirapó;2094;1638;994;2;3;1;2
Pirapora;56849;31161;22614;3005;4028;5249;26
Pirapora do Bom Jesus;20113;10321;6608;239;139;168;16
Pirapozinho;28460;18636;12151;518;496;646;27
Piraquara;121580;58988;40503;2616;4134;5431;37
Piraquê;3033;535;388;11;15;13;2
Pirassununga;78267;63551;39916;2539;2675;3144;62
Piratini;20702;12084;6288;15;33;22;17
Piratininga;14174;10252;6694;241;179;149;22
Piratuba;3526;5001;3664;450;591;750;4
Piraúba;10533;5463;3912;457;613;804;15
Pirenópolis;25431;15955;10675;2432;2939;3289;38
Pires do Rio;32707;26301;18843;2823;3695;4125;37
Pires Ferreira;10852;2735;1950;23;38;36;10
